"Company Name","Financial Year",PSU/Non-PSU,"CSR State","CSR Development Sector","CSR Sub Development Sector","Project Amount Spent (In INR Cr.)"
"ELECTRONICA PLASTIC MACHINES LIMITED","FY 2019-20",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.625
"AQUAGREEN ENGINEERING MANAGEMENT PRIVATE LIMITED","FY 2019-20",Non-PSU,Haryana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0078022
"WALKAROO INTERNATIONAL PRIVATE LIMITED","FY 2019-20",Non-PSU,"Tamil Nadu","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0038
"JINDAL STAINLESS (HISAR) LIMITED","FY 2019-20",Non-PSU,Haryana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.8913088
"SKODA AUTO VOLKSWAGEN INDIA PRIVATE LIMITED","FY 2019-20",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",1.33
"COAL INDIA LTD GOVT OF INDIA UNDERTAKING","FY 2019-20",PSU,Odisha,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",50.32
"INTERGLOBE AVIATION LIMITED","FY 2019-20",Non-PSU,Karnataka,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",1.035
"HDB FINANCIAL SERVICES LIMITED   ","FY 2019-20",Non-PSU,"PAN India","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",4.1015319
"INDUSTRIAL ENERGY LIMITED","FY 2019-20",Non-PSU,Jharkhand,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.8
"J.K. FENNER (INDIA) LIMITED","FY 2019-20",Non-PSU,"Tamil Nadu","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1205
"EXXONMOBIL SERVICES & TECHNOLOGY PRIVATE  LIMITED","FY 2019-20",Non-PSU,Karnataka,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.035
"JAMIPOL LIMITED","FY 2019-20",Non-PSU,Jharkhand,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0827239
"FLUOR DANIEL INDIA PRIVATE LIMITED","FY 2019-20",Non-PSU,Haryana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1
"TRIVIUM ESOLUTIONS PRIVATE LIMITED","FY 2019-20",Non-PSU,Karnataka,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.001
"GULSHAN CHEMICALS PRIVATE LIMITED","FY 2019-20",Non-PSU,Rajasthan,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0564452
"SHUBHALAKSHMI POLYESTERS LIMITED","FY 2019-20",Non-PSU,Gujarat,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.01
"Kaynes Technology India Private Limited","FY 2019-20",Non-PSU,Karnataka,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0
"CDET EXPLOSIVE INDUSTRIES PRIVATELIMITED  ","FY 2019-20",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0189
"VOLVO AUTO INDIA PRIVATE LIMITED","FY 2019-20",Non-PSU,Delhi,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.69
"RENAULT NISSAN TECHNOLOGY & BUSINESS CENTRE INDIA PRIVATE LI","FY 2019-20",Non-PSU,"Tamil Nadu","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",3.345
"EXIDE LIFE INSURANCE COMPANY LIMITED","FY 2019-20",Non-PSU,"PAN India","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",1.13043622
"MEGHA FRUIT PROCESSING PRIVATE LIMITED","FY 2019-20",Non-PSU,Karnataka,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0093344
"EXPRESS RESORTS AND HOTELS LIMITED","FY 2019-20",Non-PSU,Gujarat,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0349455
"VERTIV ENERGY PRIVATE LIMITED","FY 2019-20",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0
"THE ALL INDIA PLASTICS MANUFACTURESASSOCIATION","FY 2019-20",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.02
"INGENICO INTERNATIONAL INDIA PRIVATE LIMITED","FY 2019-20",Non-PSU,Delhi,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0310408
"KITEX CHILDRENSWEAR LIMITED","FY 2019-20",Non-PSU,Kerala,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.9813939
"CUMMINS INDIA LIMITED","FY 2019-20",Non-PSU,"PAN India","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",8.683602
"C.T.R. MANUFACTURING INDUSTRIES PRIVATE LIMITED","FY 2019-20",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.3254
"HINDUSTAN TIN WORKS LIMITED","FY 2019-20",Non-PSU,Rajasthan,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0581
"MASHREQ GLOBAL SERVICES PRIVATE LIMITED","FY 2019-20",Non-PSU,Karnataka,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.05
"Bsr Infratech India Limited","FY 2019-20",Non-PSU,"Andhra Pradesh","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.02
"PARLE AGRO PRIVATE LIMITED","FY 2019-20",Non-PSU,"Madhya Pradesh","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0929
"OMEGA HEALTHCARE MANAGEMENT SERVICES PRIVATE LIMITED","FY 2019-20",Non-PSU,Karnataka,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1021835
"HIND ENERGY AND COAL BENEFICATION (INDIA) LIMITED","FY 2019-20",Non-PSU,"PAN India","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.4842112
"GE INDIA INDUSTRIAL PRIVATE LIMITED","FY 2019-20",Non-PSU,Karnataka,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0
"GE INDIA INDUSTRIAL PRIVATE LIMITED","FY 2019-20",Non-PSU,Karnataka,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0
"THE ANDHRA SUGARS LIMITED","FY 2019-20",Non-PSU,"Andhra Pradesh","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0398
"SATTVA CFS AND LOGISTICS PRIVATE LIMITED","FY 2019-20",Non-PSU,"Tamil Nadu","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.002
"LENNOX INDIA TECHNOLOGY CENTRE PRIVATE LIMITED","FY 2019-20",Non-PSU,"Tamil Nadu","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.002
"MORDE FOODS PRIVATE LIMITED   ","FY 2019-20",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0111
"RALLIS INDIA LIMITED","FY 2019-20",Non-PSU,"PAN India","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.2314
"DYNAFUSION TECHNOLOGIES PRIVATE LIMITED","FY 2019-20",Non-PSU,Karnataka,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.00175
"BROADWAY OVERSEAS LIMITED","FY 2019-20",Non-PSU,Delhi,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.25
"KEYSIGHT TECHNOLOGIES INDIA PRIVATE LIMITED","FY 2019-20",Non-PSU,Haryana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0
"G.D. PHARMACEUTICALS PRIVATE LIMITED","FY 2019-20",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.174318
"YESHA ELECTRICALS PRIVATE LIMITED","FY 2019-20",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.005
"MORNINGSTAR INDIA PRIVATE LIMITED","FY 2019-20",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.07
"MORDE FOODS PRIVATE LIMITED   ","FY 2019-20",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0028808
"PTC INDIA FINANCIAL SERVICES LIMITED   ","FY 2019-20",Non-PSU,Punjab,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",3.783
"VENUS INFRASTRUCTURE AND DEVELOPERS PRIVATE LIMITED","FY 2019-20",Non-PSU,Gujarat,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.00219
"HONDA TRADING CORPORATION INDIA PRIVATE LIMITED","FY 2019-20",Non-PSU,Delhi,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0
"STELLAR INFORMATION TECHNOLOGY PRIVATELIMITED","FY 2019-20",Non-PSU,"PAN India","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.006
"METAL ONE CORPORATION INDIA PRIVATE LIMITED","FY 2019-20",Non-PSU,Haryana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0484664
"YATRA FOR BUSINESS PRIVATE LIMITED","FY 2019-20",Non-PSU,Uttarakhand,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.01
"INFOGAIN INDIA PRIVATE LIMITED","FY 2019-20",Non-PSU,Uttarakhand,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.05
"TSI YATRA PRIVATE LIMITED","FY 2019-20",Non-PSU,Haryana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.04
"CLIFFORD CHANCE BUSINESS SERVICES PRIVATE LIMITED","FY 2019-20",Non-PSU,Haryana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0275
"PPD PHARMACEUTICAL DEVELOPMENT INDIA PRIVATE LIMITED","FY 2019-20",Non-PSU,Haryana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0
"AURIGO SOFTWARE TECHNOLOGIES PRIVATELIMITED","FY 2019-20",Non-PSU,Karnataka,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0013565
"OCEAN NETWORK EXPRESS (INDIA) PRIVATE LIMITED","FY 2019-20",Non-PSU,Gujarat,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0
"OCEAN NETWORK EXPRESS (INDIA) PRIVATE LIMITED","FY 2019-20",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0
"CANDOR INDIA OFFICE PARKS PRIVATE LIMITED","FY 2019-20",Non-PSU,"Uttar Pradesh","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.018
"FLAMINGO TRANSWORLD PRIVATE LIMITED","FY 2019-20",Non-PSU,Gujarat,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.00256
"SHIVA TEXYARN LIMITED","FY 2019-20",Non-PSU,"Tamil Nadu","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.005
"PERSONIV CONTACT CENTERS INDIA PRIVATE LIMITED","FY 2019-20",Non-PSU,Haryana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0308392
"FORTIS MALAR HOSPITALS LIMITED","FY 2019-20",Non-PSU,"PAN India","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0
"FORTIS HOSPOTEL LIMITED","FY 2019-20",Non-PSU,"PAN India","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.9695
"FORTIS HEALTHCARE LIMITED","FY 2019-20",Non-PSU,"PAN India","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0
"KAMAT HOTELS (INDIA) LTD","FY 2019-20",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0004
"KNR CONSTRUCTIONS LIMITED","FY 2019-20",Non-PSU,Telangana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.175
"GXS INDIA TECHNOLOGY CENTRE PRIVATE LIMITED","FY 2019-20",Non-PSU,Karnataka,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1
"Ness Technologies (India) Private Limited","FY 2019-20",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.23985
"YES BANK LIMITED","FY 2019-20",Non-PSU,"PAN India","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",1.89
"NORTONLIFELOCK INDIA PRIVATE LIMITED","FY 2019-20",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1516
"THOROGOOD ASSOCIATES INDIA PRIVATELIMITED","FY 2019-20",Non-PSU,Karnataka,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.01125
"THEMATHCOMPANY PRIVATE LIMITED","FY 2019-20",Non-PSU,Karnataka,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0045
"SBICAP TRUSTEE COMPANY LIMITED","FY 2019-20",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0235
"DAUND SUGAR PRIVATE LIMITED","FY 2019-20",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.10629818999999999
"MATRIMONY.COM LIMITED","FY 2019-20",Non-PSU,"Tamil Nadu","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.023
"SUNGARD AVAILABILITY SERVICES (INDIA) PRIVATE LIMITED","FY 2019-20",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0543783
"SUNGARD AVAILABILITY SERVICES (INDIA) PRIVATE LIMITED","FY 2019-20",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0994256
"FERRO CONCRETE CONSTRUCTION (INDIA)PVT L TD","FY 2019-20",Non-PSU,"Madhya Pradesh","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.025
"NSE CLEARING LIMITED","FY 2019-20",Non-PSU,"Tamil Nadu","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.04
"NATIONAL STOCK EXCHANGE OF INDIA LTD.","FY 2019-20",Non-PSU,"Tamil Nadu","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.25
"Amadeus Software Labs India Private Limited","FY 2019-20",Non-PSU,"Jammu And Kashmir","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.25
"MATHRUBHUMI PRINTING AND PUBLISHING CO LTD","FY 2019-20",Non-PSU,Kerala,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.5717
"KAMAT HOTELS (INDIA) LTD","FY 2019-20",Non-PSU,Odisha,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0187
"L G ELECTRONICS INDIA PRIVATE LIMITED","FY 2019-20",Non-PSU,Delhi,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.011
"DHL LOGISTICS PRIVATE LIMITED","FY 2019-20",Non-PSU,Uttarakhand,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0225
"DHL LOGISTICS PRIVATE LIMITED","FY 2019-20",Non-PSU,Rajasthan,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.2183
"BANSWARA SYNTEX LTD","FY 2019-20",Non-PSU,Rajasthan,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.2406
"WIPRO GE HEALTHCARE PRIVATE LIMITED","FY 2019-20",Non-PSU,Karnataka,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.2972328
"STEAG ENERGY SERVICES (INDIA) PRIVATE LIMITED","FY 2019-20",Non-PSU,Haryana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.2936825
"KAPOOR INDUSTRIES LIMITED.","FY 2019-20",Non-PSU,Haryana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0
"SUNNY INTERNATIONAL LIMITED","FY 2019-20",Non-PSU,Haryana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0
"NUMALIGARH REFINERY LTD   ","FY 2019-20",PSU,Assam,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1465
"MPHASIS LIMITED","FY 2019-20",Non-PSU,Karnataka,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.332
"CGI INFORMATION SYSTEMS AND MANAGEMENT CONSULTANTS PRIVATE LIMITED","FY 2019-20",Non-PSU,Karnataka,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.5
"MEDIAOCEAN ASIA PRIVATE LIMITED","FY 2019-20",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.05065
"MEDIAOCEAN ASIA PRIVATE LIMITED","FY 2019-20",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.01
"BOSCH LIMITED","FY 2019-20",Non-PSU,Karnataka,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",1.334
"VULKAN TECHNOLOGIES PRIVATE LIMITED","FY 2019-20",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.042105
"MUTHA ENGINEERING PRIVATE LIMITED","FY 2019-20",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0002
"KANAK PROJECTS LTD","FY 2019-20",Non-PSU,"West Bengal","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.215
"VEDANTA LIMITED","FY 2019-20",Non-PSU,Rajasthan,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.04
"UNIPRO TECHNO INFRASTRUCTURE PRIVATE LIMITED","FY 2019-20",Non-PSU,Haryana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0011
"SONA GOLD AGROCHEM PRIVATE LIMITED","FY 2019-20",Non-PSU,Bihar,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.022588
"BIRLASOFT LIMITED","FY 2019-20",Non-PSU,Delhi,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",1.099
"BAJAJ AUTO LIMITED.","FY 2019-20",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",3.65
"S. N. TRADELINK PRIVATE LIMITED   ","FY 2019-20",Non-PSU,Rajasthan,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0021
"VENUS INFRASTRUCTURE AND DEVELOPERS PRIVATE LIMITED","FY 2019-20",Non-PSU,Gujarat,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0116525
"KLM LABORATORIES PRIVATE LIMITED","FY 2019-20",Non-PSU,Gujarat,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.04
"VENUS INFRASTRUCTURE AND DEVELOPERS PRIVATE LIMITED","FY 2019-20",Non-PSU,Gujarat,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.006055
"SAHAKAR GLOBAL LIMITED","FY 2019-20",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.001155
"JOYSON ANAND ABHISHEK SAFETY SYSTEMS PRIVATE LIMITED","FY 2019-20",Non-PSU,Delhi,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.005
"MUTHA ENGINEERING PRIVATE LIMITED","FY 2019-20",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.011632
"FAZE THREE LIMITED","FY 2019-20",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.02
"INTERGLOBE AVIATION LIMITED","FY 2019-20",Non-PSU,Haryana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.594
"YASH PAKKA LIMITED","FY 2019-20",Non-PSU,"Uttar Pradesh","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0233
"JANATICS INDIA PRIVATE LIMITED","FY 2019-20",Non-PSU,"Tamil Nadu","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.00052
"JANATICS INDIA PRIVATE LIMITED","FY 2019-20",Non-PSU,"Tamil Nadu","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.002
"UNIVERSAL CABLES LIMITED   ","FY 2019-20",Non-PSU,"Madhya Pradesh","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.322
"WAL-MART INDIA PRIVATE LIMITED","FY 2019-20",Non-PSU,"PAN India","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0
"ADANI ELECTRICITY MUMBAI LIMITED","FY 2019-20",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0
"LIQUIDHUB INDIA PRIVATE LIMITED","FY 2019-20",Non-PSU,Telangana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0211
"Hitachi India Private Limited","FY 2019-20",Non-PSU,Karnataka,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.12
"INFOSYS LIMITED","FY 2019-20",Non-PSU,"Andhra Pradesh","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",6.14
"TRIVENT SYSTEMS PRIVATE LIMITED","FY 2019-20",Non-PSU,"Tamil Nadu","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.002
"IL&FS ENGINEERING AND CONSTRUCTION COMPANY LIMITED","FY 2019-20",Non-PSU,Telangana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0
"HINDUSTAN ZINC LIMITED","FY 2019-20",Non-PSU,Rajasthan,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",3.35
"EMAMI LIMITED","FY 2019-20",Non-PSU,"West Bengal","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.4637
"ASTI ELECTRONICS INDIA PRIVATE LIMITED","FY 2019-20",Non-PSU,Haryana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.047743
"SUNDARAM FINANCE LIMITED","FY 2019-20",Non-PSU,"Tamil Nadu","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1667
"KIRLOSKAR BROTHERS LIMITED","FY 2019-20",Non-PSU,"PAN India","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.17
"GANNON DUNKERLEY AND COMPANY LIMITED","FY 2019-20",Non-PSU,Rajasthan,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.017
"AMERICAN EXPRESS(INDIA) PRIVATE LIMITED","FY 2019-20",Non-PSU,Delhi,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",1.17
"PRAGATI PACK (INDIA) PRIVATE LIMITED","FY 2019-20",Non-PSU,Telangana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.015
"NAVJIVAN ROLLER FLOUR AND PULSE MILLS PRIVATE LIMITED","FY 2019-20",Non-PSU,Gujarat,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1781502
"DALMIA CEMENT (BHARAT) LIMITED","FY 2019-20",Non-PSU,Rajasthan,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",1.03
"CALCOM CEMENT INDIA LIMITED","FY 2019-20",Non-PSU,"PAN India","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.19
"SHREE NIRMAN LTD   ","FY 2019-20",Non-PSU,"Tamil Nadu","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.011
"DALMIA BHARAT LIMITED","FY 2019-20",Non-PSU,Rajasthan,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.6
"DALMIA BHARAT SUGAR AND INDUSTRIES LIMITED","FY 2019-20",Non-PSU,"PAN India","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.97
"SYNGENTA INDIA LIMITED","FY 2019-20",Non-PSU,Haryana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.4777
"DCM SHRIRAM LIMITED","FY 2019-20",Non-PSU,"Uttar Pradesh","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.41
"TRIVENI ENGINEERING AND INDUSTRIES LIMITED","FY 2019-20",Non-PSU,"Uttar Pradesh","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.5327
"LUMINOUS POWER TECHNOLOGIES PRIVATE LIMITED","FY 2019-20",Non-PSU,"Himachal Pradesh","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0132
"LUMINOUS POWER TECHNOLOGIES PRIVATE LIMITED","FY 2019-20",Non-PSU,Rajasthan,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0194
"LUMINOUS POWER TECHNOLOGIES PRIVATE LIMITED","FY 2019-20",Non-PSU,Manipur,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0198
"3M INDIA LIMITED","FY 2019-20",Non-PSU,"PAN India","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",1.531
"MERCEDES-BENZ INDIA PRIVATE LIMITED","FY 2019-20",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.55
"FLUOR DANIEL INDIA PRIVATE LIMITED","FY 2019-20",Non-PSU,Delhi,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0
"CENTRIENT PHARMACEUTICALS INDIA PRIVATE LIMITED","FY 2019-20",Non-PSU,Chandigarh,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.078241885
"MITSUI CHEMICALS INDIA PRIVATE LIMITED","FY 2019-20",Non-PSU,Gujarat,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.05
"AG RESOURCES (INDIA) PRIVATE LIMITED","FY 2019-20",Non-PSU,"Tamil Nadu","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1422262
"PRECISION CAMSHAFTS LIMITED","FY 2019-20",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0392
"PRECISION CAMSHAFTS LIMITED","FY 2019-20",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.1309
"TRUMPF (INDIA) PRIVATE LIMITED","FY 2019-20",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.05
"SKYLARK FEEDS PRIVATE LIMITED","FY 2019-20",Non-PSU,Haryana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.57135675
"SKYLARK HATCHERIES PRIVATE LIMITED","FY 2019-20",Non-PSU,Haryana,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.570843
"HINDUSTAN AERONAUTICS LIMITED","FY 2019-20",PSU,"Uttar Pradesh","Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.0412
"SURYA SOFTWARE SYSTEMS PRIVATE LIMITED","FY 2019-20",Non-PSU,Karnataka,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.020768402
"MERCEDES-BENZ INDIA PRIVATE LIMITED","FY 2019-20",Non-PSU,Maharashtra,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",3.0
"LUMINOUS POWER TECHNOLOGIES PRIVATE LIMITED","FY 2019-20",Non-PSU,Rajasthan,"Environmental sustainability","Environment, Animal Welfare, Conservation Of Resources",0.146
